"","idnum","state","state2","stfips","zip","region","typebldg","floor","room","basement","windoor","rep","stratum","wave","starttm","stoptm","startdt","stopdt","activity","pcterr","adjwt","dupflag","zipflag","cntyfips","county"
"9211",9211,"ND","ND",38,58622,1,1,0,1,"Y",NA," 1",1," 59",2000,2020,22788,22988,3.7,12.2,52.791451,0,0,89,"STARK               "
"9212",9212,"ND","ND",38,58622,1,1,0,3,"Y",NA," 5",1,"  1",1100,1100,31588,31788,11.2,3.8,48.82277,0,0,89,"STARK               "
"9213",9213,"ND","ND",38,58630,1,1,0,4,"Y",NA," 3",2," 69",730,730,30388,31188,14.8,2.8,55.901129,0,0,89,"STARK               "
"9214",9214,"ND","ND",38,58641,1,1,0,0,"Y",NA," 1",1," 81",730,800,30388,31188,2,12.1,52.791451,0,0,89,"STARK               "
"9215",9215,"ND","ND",38,58647,1,1,0,4,"Y",NA," 2",1," 42",1530,1550,30388,30388,8.2,5,57.057387,0,0,89,"STARK               "
"9216",9216,"ND","ND",38,58652,1,1,1,3,"Y",NA," 2",1," 25",1310,1308,21088,21288,2,20.6,57.057387,0,0,89,"STARK               "
"9217",9217,"ND","ND",38,58652,1,1,0,2,"Y",NA," 5",1," 56",1220,1230,22988,30388,13,2.7,48.82277,0,0,89,"STARK               "
"9218",9218,"ND","ND",38,58652,1,1,0,4,"Y",NA," 3",1," 56",0,0,31588,31788,8.5,4.6,47.1,0,0,89,"STARK               "
"9219",9219,"ND","ND",38,58652,1,1,0,7,"Y",NA," 4",1," 55",2130,2130,22788,22988,4.2,5.8,48.849606,0,0,89,"STARK               "
"9220",9220,"ND","ND",38,58652,1,1,0,4,"Y",NA," 1",1," 74",1100,1100,31188,31388,1.3,16.7,52.791451,0,0,89,"STARK               "
"9221",9221,"ND","ND",38,58655,1,1,1,1,"N",NA," 4",1," 22",900,900,22188,22388,4.3,5.7,48.849606,0,0,89,"STARK               "
"9222",9222,"ND","ND",38,58655,1,1,0,4,"Y",NA," 3",1," 48",2100,1000,30388,30388,6.1,6,47.1,0,0,89,"STARK               "
"9223",9223,"ND","ND",38,58046,4,1,0,4,"Y",NA," 3",3," 27",1050,1050,21188,21388,3.1,18.3,108.80514,0,0,91,"STEELE              "
"9224",9224,"ND","ND",38,58046,4,1,0,4,"Y",NA," 4",3," 28",1800,1830,22888,30388,3.3,8.1,109.027016,0,0,91,"STEELE              "
"9225",9225,"ND","ND",38,58046,4,1,0,0,"Y",NA," 2",3," 48",1100,1100,22788,22988,17.8,2.4,106.261173,0,0,91,"STEELE              "
"9226",9226,"ND","ND",38,58046,4,1,1,7,"Y",NA," 5",3," 71",1000,1330,22988,30388,1.3,13.7,110.443743,0,0,91,"STEELE              "
"9227",9227,"ND","ND",38,58230,4,1,0,2,"Y",NA," 2",3," 25",2200,2202,21988,22188,4.3,5.9,106.261173,0,0,91,"STEELE              "
"9228",9228,"ND","ND",38,58230,4,1,0,4,"Y",NA," 3",3," 61",900,905,31788,31988,4.6,9.2,108.80514,0,0,91,"STEELE              "
"9229",9229,"ND","ND",38,58230,4,1,0,4,"Y",NA," 4",3," 85",1030,1030,32188,32388,2.2,14.1,109.027016,0,0,91,"STEELE              "
"9230",9230,"ND","ND",38,58020,6,1,0,1,"Y",NA," 5",5," 26",1000,1000,22688,22888,3.5,7,199.796108,0,0,93,"STUTSMAN            "
"9231",9231,"ND","ND",38,58401,6,1,1,3,"Y",NA," 2",5," 24",900,900,32188,32388,2.1,14.2,193.507396,0,0,93,"STUTSMAN            "
"9232",9232,"ND","ND",38,58401,6,1,0,2,"Y",NA," 1",5," 21",1720,1720,20288,21188,7.4,6.1,213.764181,0,0,93,"STUTSMAN            "
"9233",9233,"ND","ND",38,58401,6,1,0,4," ",NA," 2",3," 26",930,1020,21088,21288,5.2,7.3,106.261173,0,0,93,"STUTSMAN            "
"9234",9234,"ND","ND",38,58401,6,1,0,4,"Y",NA," 1",5," 25",1830,1830,30388,30388,9.4,4.2,213.764181,0,0,93,"STUTSMAN            "
"9235",9235,"ND","ND",38,58401,6,1,0,1,"Y",NA," 5",5," 29",1940,1940,22088,22288,4.5,9.1,199.796108,0,0,93,"STUTSMAN            "
"9236",9236,"ND","ND",38,58401,6,1,0,4,"Y",NA," 3",5," 23",930,930,22488,22688,3.4,7.8,216.325735,0,0,93,"STUTSMAN            "
"9237",9237,"ND","ND",38,58401,6,1,0,4,"Y",NA," 3",5," 40",1700,1700,22088,22288,5.7,7.9,216.325735,0,0,93,"STUTSMAN            "
"9238",9238,"ND","ND",38,58401,6,1,0,2,"Y",NA," 3",5," 38",1800,730,22188,22488,3.5,6.2,216.325735,0,0,93,"STUTSMAN            "
"9239",9239,"ND","ND",38,58401,6,1,0,7,"Y",NA," 4",5," 31",900,900,22588,22788,12.9,2.6,218.337854,0,0,93,"STUTSMAN            "
"9240",9240,"ND","ND",38,58401,6,1,0,4,"Y",NA," 1",5," 34",1800,1800,22388,22588,134.4,0.9,213.764181,2,0,93,"STUTSMAN            "
"9241",9241,"ND","ND",38,58401,6,1,0,4,"Y",NA," 5",5," 31",1045,1045,30388,30388,4.1,7.7,199.796108,0,0,93,"STUTSMAN            "
"9242",9242,"ND","ND",38,58401,6,2,0,4,"Y",NA," 3",5," 52",1915,2200,22588,22788,5.1,6,216.325735,0,0,93,"STUTSMAN            "
"9243",9243,"ND","ND",38,58401,6,1,0,2,"Y",NA," 3",5," 48",630,630,22788,22988,4.4,5.9,216.325735,0,0,93,"STUTSMAN            "
"9244",9244,"ND","ND",38,58401,6,1,0,2,"Y",NA," 3",5," 74",2100,2100,22988,30388,3.8,9,216.325735,0,0,93,"STUTSMAN            "
"9245",9245,"ND","ND",38,58401,6,1,0,4,"Y",NA," 4",5," 80",1707,1706,30388,30388,1.1,19.4,218.337854,0,0,93,"STUTSMAN            "
"9246",9246,"ND","ND",38,58401,6,1,0,2,"Y",NA," 3",3," 71",2030,2130,30388,31088,4.6,6.7,108.80514,0,0,93,"STUTSMAN            "
"9247",9247,"ND","ND",38,58401,6,1,0,7,"Y",NA," 1",5," 53",2000,2330,22888,30388,1.2,17.3,213.764181,0,0,93,"STUTSMAN            "
"9248",9248,"ND","ND",38,58401,6,1,0,4,"Y",NA," 5",5," 56",1155,1330,22788,22988,7.8,4.2,199.796108,0,0,93,"STUTSMAN            "
"9249",9249,"ND","ND",38,58401,6,1,0,7,"Y",NA," 2",5," 56",2200,2200,22888,30388,5.7,5,193.507396,0,0,93,"STUTSMAN            "
"9250",9250,"ND","ND",38,58401,6,1,0,4,"Y",NA," 1",5," 58",2240,2240,22788,22988,6.6,4.4,213.764181,0,0,93,"STUTSMAN            "
"9251",9251,"ND","ND",38,58401,6,2,0,4,"Y",NA," 2",5," 60",1900,1000,22888,30388,4,5.5,193.507396,0,0,93,"STUTSMAN            "
"9252",9252,"ND","ND",38,58401,6,0,0,0," ",NA," 5",5," 70",1215,1730,22788,22988,4.2,6.6,199.796108,0,0,93,"STUTSMAN            "
"9253",9253,"ND","ND",38,58401,6,1,0,2,"Y",NA," 1",5," 66",1800,1800,30388,30388,7.3,5,213.764181,0,0,93,"STUTSMAN            "
"9254",9254,"ND","ND",38,58401,6,1,0,7,"Y",NA," 5",3," 47",1800,1800,30388,30388,4.7,6.5,110.443743,0,0,93,"STUTSMAN            "
"9255",9255,"ND","ND",38,58401,6,1,0,2,"Y",NA," 3",3," 81",1330,1330,30388,30388,2,11.3,108.80514,0,0,93,"STUTSMAN            "
"9256",9256,"ND","ND",38,58401,6,1,0,2,"Y",NA," 3",5," 81",2020,2020,30388,31088,3,8.1,216.325735,0,0,93,"STUTSMAN            "
"9257",9257,"ND","ND",38,58401,6,1,1,2,"Y",NA," 2",3,"  8",830,830,40488,40488,3.1,63.5,106.261173,0,0,93,"STUTSMAN            "
"9258",9258,"ND","ND",38,58401,6,1,0,2,"Y",NA," 1",5," 10",2245,2245,31588,31788,6,5.4,213.764181,0,0,93,"STUTSMAN            "
"9259",9259,"ND","ND",38,58401,6,1,1,3,"Y",NA," 3",5,"  6",1430,1600,31588,31788,4.9,6.6,216.325735,0,0,93,"STUTSMAN            "
"9260",9260,"ND","ND",38,58401,6,1,0,4,"Y",NA," 4",5,"  6",2110,2115,31688,31888,5.6,5.2,218.337854,0,0,93,"STUTSMAN            "
"9261",9261,"ND","ND",38,58420,6,1,1,3,"Y",NA," 3",5," 63",2030,2045,22888,30388,0.9,17.8,216.325735,0,0,93,"STUTSMAN            "
"9262",9262,"ND","ND",38,58421,6,1,0,4,"Y",NA," 3",3," 25",1930,2130,22288,22488,4.5,8.4,108.80514,0,0,93,"STUTSMAN            "
"9263",9263,"ND","ND",38,58424,6,1,1,3,"N",NA," 4",3," 46",915,920,30388,30388,0.3,0,109.027016,1,0,93,"STUTSMAN            "
"9264",9264,"ND","ND",38,58424,6,1,0,4,"Y",NA," 4",3," 43",1000,1000,30388,30388,4.9,8.6,109.027016,0,0,93,"STUTSMAN            "
"9265",9265,"ND","ND",38,58455,6,1,0,0," ",NA," 5",3," 80",1210,1225,22788,22988,6.4,5.1,110.443743,0,0,93,"STUTSMAN            "
"9266",9266,"ND","ND",38,58467,6,1,0,4,"Y",NA," 5",3," 79",710,715,22788,22988,4.8,5.1,110.443743,0,0,93,"STUTSMAN            "
"9267",9267,"ND","ND",38,58467,6,2,1,3,"Y",NA," 3",3," 54",810,810,30388,30388,1.5,13.7,108.80514,0,0,93,"STUTSMAN            "
"9268",9268,"ND","ND",38,58496,6,1,0,2,"Y",NA," 2",3," 39",730,730,22288,22488,5.3,4.4,106.261173,0,0,93,"STUTSMAN            "
"9269",9269,"ND","ND",38,58496,6,1,1,1,"Y",NA," 1",3," 73",800,900,31088,31288,1.4,22,102.850043,0,0,93,"STUTSMAN            "
"9270",9270,"ND","ND",38,58317,3,1,0,0,"Y",NA," 2",3," 49",930,930,22788,22988,6.4,4.4,106.261173,0,0,95,"TOWNER              "
"9271",9271,"ND","ND",38,58323,3,1,0,7,"Y",NA," 2",4," 64",1130,1130,30388,30388,12,9.5,204.495206,0,0,95,"TOWNER              "
"9272",9272,"ND","ND",38,58323,3,1,0,1,"Y",NA," 5",3," 46",1645,2130,31488,31688,36.8,2,110.443743,0,0,95,"TOWNER              "
"9273",9273,"ND","ND",38,58324,3,1,0,4,"Y",NA," 2",3," 27",1207,1240,20288,21188,3.5,8.5,106.261173,0,0,95,"TOWNER              "
"9274",9274,"ND","ND",38,58324,3,1,0,4,"Y",NA," 1",3," 39",730,730,22788,22988,6,4.6,102.850043,0,0,95,"TOWNER              "
"9275",9275,"ND","ND",38,58324,3,1,0,4,"Y",NA," 2",3," 31",1900,1900,22388,22588,6.2,5.4,106.261173,0,0,95,"TOWNER              "
"9276",9276,"ND","ND",38,58324,3,0,0,0," ",NA," 4",3," 79",2130,1300,32388,32788,2.3,8.7,109.027016,0,0,95,"TOWNER              "
"9277",9277,"ND","ND",38,58331,3,1,1,3,"Y",NA," 1",3,"  2",830,800,31988,32188,2.7,9.2,102.850043,0,0,95,"TOWNER              "
"9278",9278,"ND","ND",38,58346,3,1,0,4,"Y",NA," 4",4," 87",800,810,30388,31188,2.6,10,183.827931,0,0,95,"TOWNER              "
"9279",9279,"ND","ND",38,58365,3,1,0,4,"Y",NA," 3",3," 53",1700,1945,22988,30388,2.6,12,108.80514,0,0,95,"TOWNER              "
"9280",9280,"ND","ND",38,58035,4,1,0,7,"Y",NA," 4",4," 71",930,930,31488,31688,7.3,6,183.827931,0,0,97,"TRAILL              "
"9281",9281,"ND","ND",38,58038,4,0,0,0,"0",NA," 1",3,"  4",1230,1230,32188,32388,1.8,16.5,102.850043,0,0,97,"TRAILL              "
"9282",9282,"ND","ND",38,58045,4,1,1,3,"N",NA," 3",3," 39",1530,1730,22488,22688,3.7,6.2,108.80514,0,0,97,"TRAILL              "
"9283",9283,"ND","ND",38,58045,4,1,0,4,"Y",NA," 2",3," 38",830,832,22588,22788,5.8,4.7,106.261173,0,0,97,"TRAILL              "
"9284",9284,"ND","ND",38,58045,4,0,0,0,"Y",NA," 1",3," 41",1200,1200,22788,22988,5.1,5,102.850043,0,0,97,"TRAILL              "
"9285",9285,"ND","ND",38,58045,4,1,0,4,"Y",NA," 1",3," 87",730,730,31488,31688,3.5,9.9,102.850043,0,0,97,"TRAILL              "
"9286",9286,"ND","ND",38,58045,4,1,0,4,"Y",NA," 2",3," 85",700,700,30388,31188,11,3.5,106.261173,0,0,97,"TRAILL              "
"9287",9287,"ND","ND",38,58218,4,1,0,4,"Y",NA," 2",3," 38",1015,1800,30388,30388,38.2,1.6,106.261173,0,0,97,"TRAILL              "
"9288",9288,"ND","ND",38,58218,4,1,1,3,"Y",NA," 5",3," 66",700,715,30388,31188,6.9,4.4,110.443743,0,0,97,"TRAILL              "
"9289",9289,"ND","ND",38,58223,4,1,0,4,"Y",NA," 4",3," 66",1400,1410,31388,31588,6.3,7,109.027016,0,0,97,"TRAILL              "
"9290",9290,"ND","ND",38,58240,4,1,0,4,"Y",NA," 1",3," 40",1600,1600,22388,22588,9.7,4.5,102.850043,0,0,97,"TRAILL              "
"9291",9291,"ND","ND",38,58240,4,1,0,2,"Y",NA," 2",3," 54",1600,1600,22988,30388,5.5,6,106.261173,0,0,97,"TRAILL              "
"9292",9292,"ND","ND",38,58240,4,1,0,7,"Y",NA," 1",3," 70",1430,1430,30388,30388,7.8,4.2,102.850043,0,0,97,"TRAILL              "
"9293",9293,"ND","ND",38,58257,4,1,0,4,"Y",NA," 1",3," 40",1530,1230,22588,22788,3.6,5.9,102.850043,0,0,97,"TRAILL              "
"9294",9294,"ND","ND",38,58257,4,0,0,0,"0",NA," 3",3," 32",1300,1300,22588,22788,4.7,6.8,108.80514,0,0,97,"TRAILL              "
"9295",9295,"ND","ND",38,58257,4,1,0,2,"Y",NA," 3",3," 51",900,900,22788,22988,12.8,2.8,108.80514,0,0,97,"TRAILL              "
"9296",9296,"ND","ND",38,58257,4,1,0,2,"Y",NA," 2",3," 73",825,825,30388,30388,11.8,3.8,106.261173,0,0,97,"TRAILL              "
"9297",9297,"ND","ND",38,58257,4,1,0,2,"Y",NA," 5",3," 55",1330,1930,30388,30388,1.1,20.7,110.443743,0,0,97,"TRAILL              "
"9298",9298,"ND","ND",38,58257,4,1,1,3,"N",NA," 1",3," 77",1745,1800,31088,31288,0.1,0,102.850043,0,0,97,"TRAILL              "
"9299",9299,"ND","ND",38,58257,4,1,0,4,"Y",NA," 2",3,"  2",1800,1800,32088,32288,5.1,8.1,106.261173,0,0,97,"TRAILL              "
"9300",9300,"ND","ND",38,58257,4,1,0,4,"Y",NA," 4",3,"  6",730,730,31788,31988,5.7,6.9,109.027016,0,0,97,"TRAILL              "
"9301",9301,"ND","ND",38,58274,4,1,0,4,"Y",NA," 3",3," 62",1110,1112,30388,30388,3.4,6.5,108.80514,0,0,97,"TRAILL              "
"9302",9302,"ND","ND",38,58274,4,5,1,7,"N",NA," 4",3," 62",1830,1830,31588,31788,0.6,45.6,109.027016,0,0,97,"TRAILL              "
"9303",9303,"ND","ND",38,58274,4,1,0,4,"Y",NA," 2",3,"  1",1900,1900,31788,32288,3,9.9,106.261173,0,0,97,"TRAILL              "
"9304",9304,"ND","ND",38,58274,4,1,1,2,"N",NA," 5",3,"  5",900,900,31688,31988,4.9,4.8,110.443743,0,0,97,"TRAILL              "
"9305",9305,"ND","ND",38,58275,4,1,0,4,"Y",NA," 3",3,"  9",900,900,32688,32888,6.6,4.4,108.80514,0,0,97,"TRAILL              "
"9306",9306,"ND","ND",38,58210,6,0,0,0,"0",NA," 4",5," 39",1034,1034,30388,30388,4.1,7.8,218.337854,0,0,99,"WALSH               "
"9307",9307,"ND","ND",38,58210,6,1,0,1,"Y",NA," 2",5," 86",1215,1215,30388,31188,9.4,4.7,193.507396,0,0,99,"WALSH               "
"9308",9308,"ND","ND",38,58227,6,1,0,4,"Y",NA," 1",2," 24",1935,800,21488,21788,26.4,2.5,62.803988,0,0,99,"WALSH               "
"9309",9309,"ND","ND",38,58227,6,1,0,1,"Y",NA," 1",2," 32",1900,1900,22788,22988,28.3,1.8,62.803988,0,0,99,"WALSH               "
"9310",9310,"ND","ND",38,58227,6,1,0,4,"Y",NA," 1",2," 47",800,800,22788,22988,20.9,2.2,62.803988,0,0,99,"WALSH               "
"9311",9311,"ND","ND",38,58227,6,1,0,3,"Y",NA," 2",2," 49",1700,1700,30388,30388,50.6,1.4,57.418177,0,0,99,"WALSH               "
"9312",9312,"ND","ND",38,58227,6,1,1,3,"Y",NA," 1",2," 67",800,800,30388,30388,0.4,0,62.803988,0,0,99,"WALSH               "
"9313",9313,"ND","ND",38,58227,6,1,0,2,"Y",NA," 1",2," 81",1130,1145,31388,31588,11.6,4.7,62.803988,0,0,99,"WALSH               "
"9314",9314,"ND","ND",38,58229,6,1,0,2,"Y",NA," 5",2," 84",1400,1400,30388,31088,10.8,3.9,56.849449,0,0,99,"WALSH               "
"9315",9315,"ND","ND",38,58231,6,1,1,3,"N",NA," 3",2," 71",1100,1100,30388,30388,1,25.4,55.901129,1,0,99,"WALSH               "
"9316",9316,"ND","ND",38,58231,6,1,0,7,"Y",NA," 2",5," 82",1930,1930,30388,31188,19.9,3,193.507396,0,0,99,"WALSH               "
"9317",9317,"ND","ND",38,58233,6,1,0,2,"Y",NA," 5",5," 39",1100,1100,22588,22788,9,5,199.796108,0,0,99,"WALSH               "
"9318",9318,"ND","ND",38,58233,6,1,0,4,"Y",NA," 1",5," 65",845,1030,30388,31088,18.2,3.9,213.764181,0,0,99,"WALSH               "
"9319",9319,"ND","ND",38,58236,6,1,1,1,"Y",NA," 4",5," 34",1420,1530,30388,30388,2.9,8.3,218.337854,0,0,99,"WALSH               "
"9320",9320,"ND","ND",38,58237,6,1,0,0,"Y",NA," 2",5," 26",900,900,21288,21488,12.7,3.6,193.507396,0,0,99,"WALSH               "
"9321",9321,"ND","ND",38,58237,6,1,0,4,"Y",NA," 3",5," 34",1430,1430,30388,30388,4.8,6.9,216.325735,0,0,99,"WALSH               "
"9322",9322,"ND","ND",38,58237,6,1,1,3,"Y",NA," 5",5," 79",1228,1233,30388,30388,4.2,6.9,199.796108,0,0,99,"WALSH               "
"9323",9323,"ND","ND",38,58237,6,1,0,2,"Y",NA," 5",5," 57",2115,2115,30388,30388,8.8,4.5,199.796108,0,0,99,"WALSH               "
"9324",9324,"ND","ND",38,58237,6,1,0,7,"Y",NA," 1",5," 52",2115,2210,30388,30388,11.9,3.4,213.764181,0,0,99,"WALSH               "
"9325",9325,"ND","ND",38,58237,6,1,0,4,"Y",NA," 5",2," 82",800,800,31388,31588,15.8,3.8,56.849449,0,0,99,"WALSH               "
"9326",9326,"ND","ND",38,58237,6,1,0,2,"Y",NA," 1",5," 79",1745,1745,31088,31288,19,3,213.764181,0,0,99,"WALSH               "
"9327",9327,"ND","ND",38,58237,6,1,0,4,"Y",NA," 2",5,"  9",2000,2000,31588,31788,6.7,5.1,193.507396,0,0,99,"WALSH               "
"9328",9328,"ND","ND",38,58243,6,0,0,0,"0",NA," 5",2," 80",1300,2100,22888,30388,9.5,3.9,56.849449,0,0,99,"WALSH               "
"9329",9329,"ND","ND",38,58243,6,1,0,4,"Y",NA," 2",2," 58",2330,2330,22988,30388,3.6,7.5,57.418177,0,0,99,"WALSH               "
"9330",9330,"ND","ND",38,58243,6,1,0,4,"Y",NA," 3",2," 85",1845,1905,30388,31188,7.9,6,55.901129,0,0,99,"WALSH               "
"9331",9331,"ND","ND",38,58243,6,1,0,4,"Y",NA," 2",2," 82",1230,1830,31688,31888,18.8,2.4,57.418177,0,0,99,"WALSH               "
"9332",9332,"ND","ND",38,58250,6,0,0,0," ",NA," 4",2," 24",900,1100,21188,21488,6.1,15,53.392411,0,0,99,"WALSH               "
"9333",9333,"ND","ND",38,58261,6,1,0,1,"Y",NA," 3",5," 32",700,1900,22588,22888,4.8,5,216.325735,0,0,99,"WALSH               "
"9334",9334,"ND","ND",38,58261,6,1,0,4,"Y",NA," 5",5," 80",1100,1100,30388,31188,11.7,3.5,199.796108,0,0,99,"WALSH               "
"9335",9335,"ND","ND",38,58270,6,1,0,2,"Y",NA," 5",2," 27",2015,2015,21988,22188,27.8,1.8,56.849449,0,0,99,"WALSH               "
"9336",9336,"ND","ND",38,58270,6,1,0,1,"Y",NA," 1",2," 28",1350,1350,31188,31388,3.9,6.9,62.803988,0,0,99,"WALSH               "
"9337",9337,"ND","ND",38,58270,6,1,0,4,"Y",NA," 3",2," 23",1200,1400,22288,22488,2.2,8.7,55.901129,0,0,99,"WALSH               "
"9338",9338,"ND","ND",38,58270,6,1,1,2,"Y",NA," 4",2," 38",1300,1300,22288,22488,7.4,3.9,53.392411,0,0,99,"WALSH               "
"9339",9339,"ND","ND",38,58270,6,1,0,4,"Y",NA," 4",2," 32",2200,2210,22288,22488,3.5,10.2,53.392411,0,0,99,"WALSH               "
"9340",9340,"ND","ND",38,58270,6,1,0,4,"Y",NA," 2",2," 35",700,700,30388,30388,3.4,8.2,57.418177,0,0,99,"WALSH               "
"9341",9341,"ND","ND",38,58270,6,1,0,7,"Y",NA," 2",2," 38",1130,1130,30388,31088,15.2,2.9,57.418177,0,0,99,"WALSH               "
"9342",9342,"ND","ND",38,58270,6,1,0,2,"Y",NA," 1",2," 44",2345,2345,22988,30388,5.1,7.1,62.803988,0,0,99,"WALSH               "
"9343",9343,"ND","ND",38,58270,6,1,0,2,"Y",NA," 4",2," 44",804,825,40488,40488,13,3.5,53.392411,0,0,99,"WALSH               "
"9344",9344,"ND","ND",38,58270,6,1,0,0,"Y",NA," 1",2," 78",1210,1210,30388,30388,2.2,10.8,62.803988,0,0,99,"WALSH               "
"9345",9345,"ND","ND",38,58270,6,1,0,2,"Y",NA," 4",2," 78",2200,2200,30388,30388,6.1,5.8,53.392411,0,0,99,"WALSH               "
"9346",9346,"ND","ND",38,58270,6,1,0,4,"Y",NA," 4",2," 67",1030,1034,30388,30388,6.7,6.1,53.392411,0,0,99,"WALSH               "
"9347",9347,"ND","ND",38,58270,6,1,0,4,"Y",NA," 4",2," 66",930,930,30388,30388,19.2,2.3,53.392411,0,0,99,"WALSH               "
"9348",9348,"ND","ND",38,58270,6,1,0,2,"Y",NA," 4",2," 83",2000,2000,30388,31088,9.7,4.1,53.392411,0,0,99,"WALSH               "
"9349",9349,"ND","ND",38,58270,6,0,0,4,"Y",NA," 3",2," 82",1100,1100,30388,31188,8.3,3.8,55.901129,0,0,99,"WALSH               "
"9350",9350,"ND","ND",38,58270,6,1,0,7,"Y",NA," 2",2," 74",1320,1320,31388,31588,8,6,57.418177,0,0,99,"WALSH               "
"9351",9351,"ND","ND",38,58270,6,1,1,3,"Y",NA," 3",2,"  6",1510,1510,31788,31988,1.1,24.2,55.901129,0,0,99,"WALSH               "
"9352",9352,"ND","ND",38,58273,6,1,0,4,"Y",NA," 2",2," 75",800,815,30388,30388,2.2,11.6,57.418177,0,0,99,"WALSH               "
"9353",9353,"ND","ND",38,58273,6,1,0,4,"Y",NA," 1",2," 65",1400,1400,30388,30388,7,4.4,62.803988,0,0,99,"WALSH               "
"9354",9354,"ND","ND",38,58330,6,1,0,4,"Y",NA," 4",2," 24",1400,1400,20288,21188,2.7,13.4,53.392411,1,0,99,"WALSH               "
"9355",9355,"ND","ND",38,58701,5,1,0,4,"Y",NA," 1",5," 23",1930,2145,20288,21188,2.5,12.3,213.764181,0,0,101,"WARD                "
"9356",9356,"ND","ND",38,58701,5,1,0,7,"Y",NA," 5",5," 24",1800,1800,20288,21188,3.5,11.4,199.796108,0,0,101,"WARD                "
"9357",9357,"ND","ND",38,58701,5,1,0,2,"Y",NA," 4",5," 28",730,830,21188,21388,5.1,5.6,218.337854,0,0,101,"WARD                "
"9358",9358,"ND","ND",38,58701,5,1,0,4,"Y",NA," 5",5," 29",1728,1930,20288,21188,3.2,10.2,199.796108,0,0,101,"WARD                "
"9359",9359,"ND","ND",38,58701,5,1,0,4,"Y",NA," 1",5," 26",1730,1745,21088,21288,6.1,5.6,213.764181,0,0,101,"WARD                "
"9360",9360,"ND","ND",38,58701,5,1,0,4,"Y",NA," 3",5," 21",2000,2115,22088,22288,2.5,15.4,216.325735,0,0,101,"WARD                "
"9361",9361,"ND","ND",38,58701,5,1,0,1,"Y",NA," 4",5," 24",2140,2145,21988,22188,4.2,5.5,218.337854,0,0,101,"WARD                "
"9362",9362,"ND","ND",38,58701,5,1,0,2,"Y",NA," 4",5," 29",2130,2130,30388,30388,6.1,5.5,218.337854,0,0,101,"WARD                "
"9363",9363,"ND","ND",38,58701,5,1,1,1,"N",NA," 2",5," 34",2200,800,22188,22488,0.8,38.5,193.507396,0,0,101,"WARD                "
"9364",9364,"ND","ND",38,58701,5,1,0,2,"Y",NA," 1",5," 33",1830,1900,22088,22288,4.1,11.2,213.764181,0,0,101,"WARD                "
"9365",9365,"ND","ND",38,58701,5,5,1,3,"N",NA," 1",5," 35",1810,1810,22088,22288,0.8,44.2,213.764181,0,0,101,"WARD                "
"9366",9366,"ND","ND",38,58701,5,1,0,4,"Y",NA," 3",5," 34",1800,1800,22088,22288,20.6,3.4,216.325735,0,0,101,"WARD                "
"9367",9367,"ND","ND",38,58701,5,1,1,1,"Y",NA," 1",5," 34",800,800,22488,22688,0.9,22,213.764181,0,0,101,"WARD                "
"9368",9368,"ND","ND",38,58701,5,1,0,4,"Y",NA," 4",5," 40",745,815,22688,22888,4.3,6,218.337854,0,0,101,"WARD                "
"9369",9369,"ND","ND",38,58701,5,2,1,3,"Y",NA," 2",5," 54",830,830,22988,30388,0.7,25.7,193.507396,0,0,101,"WARD                "
"9370",9370,"ND","ND",38,58701,5,1,1,3,"Y",NA," 2",5," 44",900,900,22588,22888,1.7,11.4,193.507396,0,0,101,"WARD                "
"9371",9371,"ND","ND",38,58701,5,1,1,2,"Y",NA," 3",5," 45",1430,1530,22488,22688,6.9,5.1,216.325735,0,0,101,"WARD                "
"9372",9372,"ND","ND",38,58701,5,1,1,3," ",NA," 3",5," 42",1430,1430,22388,22588,2.7,10.3,216.325735,0,0,101,"WARD                "
"9373",9373,"ND","ND",38,58701,5,1,0,4,"Y",NA," 3",5," 41",2200,2200,22688,22888,4.7,5.7,216.325735,0,0,101,"WARD                "
"9374",9374,"ND","ND",38,58701,5,1,1,1,"N",NA," 1",5," 47",2300,2300,30388,30388,1.1,28.4,213.764181,0,0,101,"WARD                "
"9375",9375,"ND","ND",38,58701,5,1,0,7,"Y",NA," 1",5," 45",2100,1100,30388,30388,2,12,213.764181,0,0,101,"WARD                "
"9376",9376,"ND","ND",38,58701,5,1,0,7,"Y",NA," 5",5," 42",2000,2000,22788,22988,5,5,199.796108,0,0,101,"WARD                "
"9377",9377,"ND","ND",38,58701,5,1,0,1,"Y",NA," 1",5," 44",900,900,30388,30388,5.5,5,213.764181,0,0,101,"WARD                "
"9378",9378,"ND","ND",38,58701,5,1,0,2,"Y",NA," 2",5," 48",1630,1730,22888,30388,11.8,3.2,193.507396,0,0,101,"WARD                "
"9379",9379,"ND","ND",38,58701,5,1,1,3,"N",NA," 5",5," 48",1330,1400,30388,31188,10,4.6,199.796108,0,0,101,"WARD                "
"9380",9380,"ND","ND",38,58701,5,1,0,4,"Y",NA," 2",5," 72",1700,1700,22988,30388,6.8,4,193.507396,0,0,101,"WARD                "
"9381",9381,"ND","ND",38,58701,5,1,0,2,"Y",NA," 4",5," 73",1230,1230,30388,30388,1.5,16.2,218.337854,1,0,101,"WARD                "
"9382",9382,"ND","ND",38,58701,5,1,0,1,"Y",NA," 2",5," 60",1230,1230,22988,30388,5.7,10.5,193.507396,0,0,101,"WARD                "
